"","course_code","course_name","domestic_fee","international_fee","start_date","end_date","points","link"
"1","FREN121-21S1 (C)","French Language Acquisition: Beginners A","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FREN121&occurrence=21S1(C)&year=2021"
"2","FREN122-21S2 (C)","French Language Acquisition: Beginners B","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FREN122&occurrence=21S2(C)&year=2021"
"3","FREN211-21S2 (C)","Banned Books and Countercultures","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FREN211&occurrence=21S2(C)&year=2021"
"4","FREN221-21S1 (C)","French Language Acquisition : Intermediate A","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FREN221&occurrence=21S1(C)&year=2021"
"5","FREN222-21S2 (C)","French Language Acquisition : Intermediate B","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FREN222&occurrence=21S2(C)&year=2021"
"6","FREN311-21S2 (C)","Banned Books and Countercultures","$1,570.00","$7,000.00","Monday, 19 July 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FREN311&occurrence=21S2(C)&year=2021"
"7","FREN321-21S1 (C)","French Language Acquisition: Advanced A","$1,570.00","$7,000.00","Monday, 22 February 2021","Sunday, 27 June 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FREN321&occurrence=21S1(C)&year=2021"
"8","FREN322-21S2 (C)","French Language Acquisition: Advanced B","$1,570.00","$7,000.00","Monday, 19 July 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FREN322&occurrence=21S2(C)&year=2021"
"9","FREN401-21S1 (C)","Advanced French","$1,905.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FREN401&occurrence=21S1(C)&year=2021"
"10","FREN418-21S2 (C)","Special Topic","$1,905.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FREN418&occurrence=21S2(C)&year=2021"
"11","FREN422-21S2 (C)","French Translation","$1,905.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FREN422&occurrence=21S2(C)&year=2021"
"12","FREN480-21S2 (C)","Research Essay","$1,905.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FREN480&occurrence=21S2(C)&year=2021"
"13","FREN650-21A (C)","MA Dissertation","$3,550.00","NULL","NULL","NULL","60 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FREN650&occurrence=21A(C)&year=2021"
"14","FREN650-21S1 (C)","MA Dissertation","$3,550.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","60 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FREN650&occurrence=21S1(C)&year=2021"
"15","FREN650-21S2 (C)","MA Dissertation","$3,550.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","60 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FREN650&occurrence=21S2(C)&year=2021"
"16","FREN690-21A (C)","MA Thesis","$7,099.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FREN690&occurrence=21A(C)&year=2021"
"17","FREN790-21A (C)","French PhD","$7,099.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FREN790&occurrence=21A(C)&year=2021"
"18","LANC401-21S1 (C)","In Other Words What? Theory and Practice of Translation","$1,905.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=LANC401&occurrence=21S1(C)&year=2021"
"19","LANC403-21S1 (C)","Translation in the digital era: tools and practices","$1,905.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=LANC403&occurrence=21S1(C)&year=2021"
"20","FREN106","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FREN106&year=2021"
"21","FREN120","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FREN120&year=2021"
"22","FREN223","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FREN223&year=2021"
"23","FREN226","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FREN226&year=2021"
"24","FREN323","NULL","NULL","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FREN323&year=2021"
"25","FREN326","NULL","NULL","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FREN326&year=2021"
"26","FREN444","NULL","NULL","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FREN444&year=2021"
"27","ACCT624-21S2 (C)","Corporate Governance","$992.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ACCT624&occurrence=21S2(C)&year=2021"
"28","ECON323-21S2 (C)","Time Series Methods","$831.00","$3,875.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ECON323&occurrence=21S2(C)&year=2021"
"29","ECON331-21S2 (C)","Financial Economics","$831.00","$3,875.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ECON331&occurrence=21S2(C)&year=2021"
"30","ECON344-21S2 (C)","International Finance","$831.00","$3,875.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ECON344&occurrence=21S2(C)&year=2021"
"31","ECON641-21S2 (C)","Monetary Economics: Theory","$992.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ECON641&occurrence=21S2(C)&year=2021"
"32","ECON643-21S1 (C)","Advanced International Finance","$992.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ECON643&occurrence=21S1(C)&year=2021"
"33","FINC101-21S1 (C)","Personal Finance","$831.00","$3,875.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC101&occurrence=21S1(C)&year=2021"
"34","FINC101-21SU1 (C)","Personal Finance","$831.00","$3,875.00","Monday, 4 January 2021","Sunday, 14 February 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC101&occurrence=21SU1(C)&year=2021"
"35","FINC201-21S1 (C)","Business Finance","$831.00","$3,875.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC201&occurrence=21S1(C)&year=2021"
"36","FINC201-21S2 (C)","Business Finance","$831.00","$3,875.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC201&occurrence=21S2(C)&year=2021"
"37","FINC203-21S1 (C)","Financial Markets, Institutions and Instruments","$831.00","$3,875.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC203&occurrence=21S1(C)&year=2021"
"38","FINC301-21S2 (C)","Corporate Finance Theory and Policy","$831.00","$3,875.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC301&occurrence=21S2(C)&year=2021"
"39","FINC305-21S1 (C)","Financial Modelling","$831.00","$3,875.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC305&occurrence=21S1(C)&year=2021"
"40","FINC308-21S2 (C)","Applied Financial Analysis and Valuation","$831.00","$3,875.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC308&occurrence=21S2(C)&year=2021"
"41","FINC311-21S1 (C)","Investments","$831.00","$3,875.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC311&occurrence=21S1(C)&year=2021"
"42","FINC312-21S1 (C)","Derivative Securities","$831.00","$3,875.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC312&occurrence=21S1(C)&year=2021"
"43","FINC331-21S2 (C)","Financial Economics","$831.00","$3,875.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC331&occurrence=21S2(C)&year=2021"
"44","FINC344-21S2 (C)","International Finance","$831.00","$3,875.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC344&occurrence=21S2(C)&year=2021"
"45","FINC390-21S1 (C)","Internship or Consultancy Project","$831.00","$3,875.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC390&occurrence=21S1(C)&year=2021"
"46","FINC390-21S2 (C)","Internship or Consultancy Project","$831.00","$3,875.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC390&occurrence=21S2(C)&year=2021"
"47","FINC608-21S2 (C)","Applied Financial Analysis and Valuation","$992.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC608&occurrence=21S2(C)&year=2021"
"48","FINC610-21S1 (C)","Studies in Capital Markets","$992.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC610&occurrence=21S1(C)&year=2021"
"49","FINC610-21S2 (C)","Studies in Capital Markets","$992.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC610&occurrence=21S2(C)&year=2021"
"50","FINC612-21S1 (C)","Derivatives Securities","$992.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC612&occurrence=21S1(C)&year=2021"
"51","FINC613-21S1 (C)","Studies in Capital Markets II","$992.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC613&occurrence=21S1(C)&year=2021"
"52","FINC613-21S2 (C)","Studies in Capital Markets II","$992.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC613&occurrence=21S2(C)&year=2021"
"53","FINC614-21S1 (C)","Investments","$992.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC614&occurrence=21S1(C)&year=2021"
"54","FINC616-21S1 (C)","Financial Modelling","$992.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC616&occurrence=21S1(C)&year=2021"
"55","FINC618-21S2 (C)","Financial Economics","$992.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC618&occurrence=21S2(C)&year=2021"
"56","FINC623-21S2 (C)","Advanced Derivative Securities","$992.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC623&occurrence=21S2(C)&year=2021"
"57","FINC629-21S1 (C)","Credit Risk Management","$992.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC629&occurrence=21S1(C)&year=2021"
"58","FINC641-21S2 (C)","Monetary Economics: Theory","$992.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC641&occurrence=21S2(C)&year=2021"
"59","FINC643-21S1 (C)","Advanced International Finance","$992.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC643&occurrence=21S1(C)&year=2021"
"60","FINC650-21S2 (C)","Corporate Governance","$992.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC650&occurrence=21S2(C)&year=2021"
"61","FINC679-21S1 (C)","Internship or Consultancy Project","$929.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC679&occurrence=21S1(C)&year=2021"
"62","FINC679-21S2 (C)","Internship or Consultancy Project","$929.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC679&occurrence=21S2(C)&year=2021"
"63","FINC679-21SU2 (C)","Internship or Consultancy Project","$929.00","NULL","Monday, 15 November 2021","Sunday, 13 February 2022","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC679&occurrence=21SU2(C)&year=2021"
"64","FINC680-21W (C)","Research Project","$1,985.00","NULL","Monday, 22 February 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC680&occurrence=21W(C)&year=2021"
"65","FINC691-21A (C)","MCom Dissertation","$3,716.00","NULL","NULL","NULL","60 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC691&occurrence=21A(C)&year=2021"
"66","FINC694-21A (C)","MCom Thesis","$5,574.00","NULL","NULL","NULL","90 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC694&occurrence=21A(C)&year=2021"
"67","FINC695-21A (C)","MCom Thesis","$7,432.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC695&occurrence=21A(C)&year=2021"
"68","FINC699-21A (C)","MSc Thesis","$7,432.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC699&occurrence=21A(C)&year=2021"
"69","FINC790-21A (C)","Finance PhD","$7,432.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC790&occurrence=21A(C)&year=2021"
"70","STAT317-21S2 (C)","Time Series Methods","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT317&occurrence=21S2(C)&year=2021"
"71","ACCT625","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ACCT625&year=2021"
"72","ECON345","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ECON345&year=2021"
"73","ECON622","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ECON622&year=2021"
"74","FINC205","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC205&year=2021"
"75","FINC302","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC302&year=2021"
"76","FINC316","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC316&year=2021"
"77","FINC323","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC323&year=2021"
"78","FINC345","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC345&year=2021"
"79","FINC370","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC370&year=2021"
"80","FINC621","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC621&year=2021"
"81","FINC622","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC622&year=2021"
"82","FINC624","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC624&year=2021"
"83","FINC625","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC625&year=2021"
"84","FINC626","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC626&year=2021"
"85","FINC627","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC627&year=2021"
"86","FINC628","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC628&year=2021"
"87","FINC649","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINC649&year=2021"
"88","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MFIN601&occurrence=21T2(C)&year=2021"
"89","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MFIN602&occurrence=21T2(C)&year=2021"
"90","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MFIN603&occurrence=21T2(C)&year=2021"
"91","MFIN670-21X (C)","Applied Research in Financial Management","$3,693.00","NULL","Monday, 12 July 2021","Sunday, 12 December 2021","45 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MFIN670&occurrence=21X(C)&year=2021"
"92","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MFIN671&occurrence=21T3(C)&year=2021"
"93","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MFIN672&occurrence=21T1(C)&year=2021"
"94","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MFIN673&occurrence=21T3(C)&year=2021"
"95","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MFIN674&occurrence=21T3(C)&year=2021"
"96","FORE102-21S1 (D)","Forests and Societies","$986.00","$4,938.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE102&occurrence=21S1(D)&year=2021"
"97","FORE102-21S2 (D)","Forests and Societies","$986.00","$4,938.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE102&occurrence=21S2(D)&year=2021"
"98","FORE105-21S1 (D)","Forests of the World","$986.00","$4,938.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE105&occurrence=21S1(D)&year=2021"
"99","FORE105-21S2 (D)","Forests of the World","$986.00","$4,938.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE105&occurrence=21S2(D)&year=2021"
"100","FORE105-21SU2 (D)","Forests of the World","$986.00","$4,938.00","Monday, 15 November 2021","Sunday, 19 December 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE105&occurrence=21SU2(D)&year=2021"
"101","FORE111-21S1 (C)","Trees, Forests and the Environment","$986.00","$4,938.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE111&occurrence=21S1(C)&year=2021"
"102","FORE131-21S2 (C)","Trees in the Landscape","$986.00","$4,938.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE131&occurrence=21S2(C)&year=2021"
"103","FORE141-21S2 (C)","Forest Growth and Measurements","$1,112.00","$5,064.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE141&occurrence=21S2(C)&year=2021"
"104","FORE151-21S1 (C)","Commercial Aspects of Forestry","$986.00","$4,938.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE151&occurrence=21S1(C)&year=2021"
"105","FORE205-21S1 (C)","Introduction to Forest Engineering","$986.00","$4,938.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE205&occurrence=21S1(C)&year=2021"
"106","FORE215-21S2 (C)","Introduction to Forest Economics","$986.00","$4,938.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE215&occurrence=21S2(C)&year=2021"
"107","FORE218-21S1 (C)","Forest Biology","$2,475.00","$10,379.00","Monday, 22 February 2021","Sunday, 27 June 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE218&occurrence=21S1(C)&year=2021"
"108","FORE219-21S2 (C)","Introduction to Silviculture","$986.00","$4,938.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE219&occurrence=21S2(C)&year=2021"
"109","FORE222-21S1 (C)","Biometry 1a","$986.00","$4,938.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE222&occurrence=21S1(C)&year=2021"
"110","FORE224-21S2 (C)","Biometry 1b","$986.00","$4,938.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE224&occurrence=21S2(C)&year=2021"
"111","FORE307-21S1 (C)","Plantation Silviculture","$2,301.00","$10,205.00","Monday, 22 February 2021","Sunday, 27 June 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE307&occurrence=21S1(C)&year=2021"
"112","FORE316-21S2 (C)","Forest Management","$1,971.00","$9,875.00","Monday, 19 July 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE316&occurrence=21S2(C)&year=2021"
"113","FORE327-21S2 (C)","Wood Science","$1,971.00","$9,875.00","Monday, 19 July 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE327&occurrence=21S2(C)&year=2021"
"114","FORE342-21S1 (C)","Geospatial Science in Forest Monitoring and Management","$986.00","$4,938.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE342&occurrence=21S1(C)&year=2021"
"115","FORE414-21W (C)","Dissertation","$2,228.00","$9,875.00","Monday, 22 February 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE414&occurrence=21W(C)&year=2021"
"116","FORE419-21S1 (C)","Management Case Study","$2,469.00","$10,116.00","Monday, 22 February 2021","Sunday, 27 June 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE419&occurrence=21S1(C)&year=2021"
"117","FORE419-21W (C)","Management Case Study","$2,469.00","$10,116.00","Monday, 22 February 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE419&occurrence=21W(C)&year=2021"
"118","FORE422-21S1 (C)","Forest Harvest Planning","$1,114.00","$4,938.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE422&occurrence=21S1(C)&year=2021"
"119","FORE423-21S2 (C)","Forest Transportation and Road Design","$1,114.00","$4,938.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE423&occurrence=21S2(C)&year=2021"
"120","FORE426-21S1 (C)","Forest Products Marketing and International Trade","$1,114.00","$4,938.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE426&occurrence=21S1(C)&year=2021"
"121","FORE435-21S2 (C)","Forest Economics 2","$1,114.00","$4,938.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE435&occurrence=21S2(C)&year=2021"
"122","FORE436-21S1 (C)","Forest Tree Breeding","$1,114.00","$4,938.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE436&occurrence=21S1(C)&year=2021"
"123","FORE443-21S2 (C)","Biosecurity Risk Management","$1,114.00","$4,938.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE443&occurrence=21S2(C)&year=2021"
