"","course_code","course_name","domestic_fee","international_fee","start_date","end_date","points","link"
"2794","MKTG694-21A (C)","MCom Thesis","$5,574.00","NULL","NULL","NULL","90 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MKTG694&occurrence=21A(C)&year=2021"
"2795","MKTG695-21A (C)","MCom Thesis","$7,432.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MKTG695&occurrence=21A(C)&year=2021"
"2796","MKTG790-21A (C)","Marketing PhD","$7,432.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MKTG790&occurrence=21A(C)&year=2021"
"2797","MKTG311-21S1 (C)","Retail Marketing","$831.00","$3,875.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MKTG311&year=2021"
"2798","MKTG390-21S2 (C)","Marketing Internship","$831.00","$3,875.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MKTG390&year=2021"
"2799","MDPH401-21S1 (C)","Anatomy and Physiology","$1,066.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MDPH401&occurrence=21S1(C)&year=2021"
"2800","MDPH402-21S2 (C)","Nuclear Medicine","$1,066.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MDPH402&occurrence=21S2(C)&year=2021"
"2801","MDPH403-21S1 (C)","Radiation Physics","$1,066.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MDPH403&occurrence=21S1(C)&year=2021"
"2802","MDPH404-21S1 (C)","Radiation Biology","$1,066.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MDPH404&occurrence=21S1(C)&year=2021"
"2803","MDPH405-21S2 (C)","Radiation Therapy","$1,066.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MDPH405&occurrence=21S2(C)&year=2021"
"2804","MDPH406-21S2 (C)","Medical Imaging","$1,066.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MDPH406&occurrence=21S2(C)&year=2021"
"2805","MDPH407-21S1 (C)","Research Tools","$1,066.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MDPH407&occurrence=21S1(C)&year=2021"
"2806","MDPH407-21W (C)","Research Tools","$1,066.00","NULL","Monday, 22 February 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MDPH407&occurrence=21W(C)&year=2021"
"2807","MDPH408-21S1 (C)","Special Topic","$1,066.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MDPH408&occurrence=21S1(C)&year=2021"
"2808","MDPH409-21S2 (C)","Special Topic","$1,066.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MDPH409&occurrence=21S2(C)&year=2021"
"2809","MDPH410-21S2 (C)","Special Topic","$1,066.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MDPH410&occurrence=21S2(C)&year=2021"
"2810","MDPH480-21A (C)","Medical Physics Research Project","$2,131.00","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MDPH480&occurrence=21A(C)&year=2021"
"2811","MDPH690-21A (C)","MSc Thesis for Medical Physics","$8,035.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MDPH690&occurrence=21A(C)&year=2021"
"2812","MPHC690-21A (C)","MSc Thesis for Medical Physics (Clinical)","$8,035.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MPHC690&occurrence=21A(C)&year=2021"
"2813","MDPH790-21A (C)","Medical Physics PhD","$8,035.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MDPH790&occurrence=21A(C)&year=2021"
"2814","MPHC790-21A (C)","Medical Physics (Clinical) PhD","$8,035.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MPHC790&occurrence=21A(C)&year=2021"
"2815","MBIO480-21W (C)","Project","$2,131.00","NULL","Monday, 22 February 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MBIO480&occurrence=21W(C)&year=2021"
"2816","MBIO690-21A (C)","MSc Thesis","$8,035.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MBIO690&occurrence=21A(C)&year=2021"
"2817","MBIO790-21A (C)","Microbiology PhD","$8,035.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MBIO790&occurrence=21A(C)&year=2021"
"2818","ANTH223-21S2 (C)","Ethnicity, Racism and History","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ANTH223&occurrence=21S2(C)&year=2021"
"2819","CINE213-21S2 (C)","Kiriata: Maori Film and Media","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=CINE213&occurrence=21S2(C)&year=2021"
"2820","CULT114-21S2 (C)","Aotearoa - Introduction to New Zealand Treaty Society","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=CULT114&occurrence=21S2(C)&year=2021"
"2821","CULT114-21S2 (D)","Aotearoa - Introduction to New Zealand Treaty Society","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=CULT114&occurrence=21S2(D)&year=2021"
"2822","CULT114-21SU2 (D)","Aotearoa - Introduction to New Zealand Treaty Society","$785.00","$3,500.00","Monday, 15 November 2021","Sunday, 19 December 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=CULT114&occurrence=21SU2(D)&year=2021"
"2823","CULT219-21S2 (C)","Te Tiriti: The Treaty of Waitangi","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=CULT219&occurrence=21S2(C)&year=2021"
"2824","CULT302-21S2 (C)","Takahi: Colonisation","$1,570.00","$7,000.00","Monday, 19 July 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=CULT302&occurrence=21S2(C)&year=2021"
"2825","CULT319-21S2 (C)","Ngati Apopo: Maori Futures","$1,570.00","$7,000.00","Monday, 19 July 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=CULT319&occurrence=21S2(C)&year=2021"
"2826","CULT420-21S1 (C)","Te Matakahi: Indigenous Critical Theory","$1,905.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=CULT420&occurrence=21S1(C)&year=2021"
"2827","HIST262-21S1 (C)","Maori and Indigenous Development","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=HIST262&occurrence=21S1(C)&year=2021"
"2828","HIST268-21S2 (C)","Te Tiriti: The Treaty of Waitangi","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=HIST268&occurrence=21S2(C)&year=2021"
"2829","HIST283-21S2 (C)","Ethnicity, Racism and History","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=HIST283&occurrence=21S2(C)&year=2021"
"2830","HIST292-21S1 (C)","Oral Traditions and Modern Histories of Ngai Tahu","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=HIST292&occurrence=21S1(C)&year=2021"
"2831","HIST379-21S1 (C)","Maori and Indigenous Development","$1,570.00","$7,000.00","Monday, 22 February 2021","Sunday, 27 June 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=HIST379&occurrence=21S1(C)&year=2021"
"2832","MAOR690-21A (C)","MA Thesis","$7,099.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR690&occurrence=21A(C)&year=2021"
"2833","MAOR790-21A (C)","Maori PhD","$7,099.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR790&occurrence=21A(C)&year=2021"
"2834","MAOR107-21S1 (C)","Aotearoa: Introduction to Traditional Maori Society","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR107&occurrence=21S1(C)&year=2021"
"2835","MAOR107-21S1 (D)","Aotearoa: Introduction to Traditional Maori Society","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR107&occurrence=21S1(D)&year=2021"
"2836","MAOR108-21S2 (C)","Aotearoa: Introduction to New Zealand Treaty Society","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR108&occurrence=21S2(C)&year=2021"
"2837","MAOR108-21S2 (D)","Aotearoa: Introduction to New Zealand Treaty Society","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR108&occurrence=21S2(D)&year=2021"
"2838","MAOR108-21SU2 (D)","Aotearoa: Introduction to New Zealand Treaty Society","$785.00","$3,500.00","Monday, 15 November 2021","Sunday, 19 December 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR108&occurrence=21SU2(D)&year=2021"
"2839","MAOR120-21X (C)","He takere waka nui","$785.00","$3,500.00","Monday, 6 December 2021","Sunday, 13 February 2022","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR120&occurrence=21X(C)&year=2021"
"2840","MAOR165-21S1 (C)","He Timatanga: Engaging with Maori","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR165&occurrence=21S1(C)&year=2021"
"2841","MAOR165-21SU1 (C)","He Timatanga: Engaging with Maori","$785.00","$3,500.00","Monday, 11 January 2021","Sunday, 14 February 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR165&occurrence=21SU1(C)&year=2021"
"2842","MAOR165-21SU1 (D)","He Timatanga: Engaging with Maori","$785.00","$3,500.00","Monday, 11 January 2021","Sunday, 14 February 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR165&occurrence=21SU1(D)&year=2021"
"2843","MAOR172-21S2 (C)","Science, Maori and Indigenous Knowledge","$877.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR172&occurrence=21S2(C)&year=2021"
"2844","MAOR212-21S1 (C)","Maori and Indigenous Development","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR212&occurrence=21S1(C)&year=2021"
"2845","MAOR214-21SU1 (C)","Te Ao Marama: Maori Thought","$785.00","$3,500.00","Monday, 11 January 2021","Sunday, 14 February 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR214&occurrence=21SU1(C)&year=2021"
"2846","MAOR214-21SU1 (D)","Te Ao Marama: Maori Thought","$785.00","$3,500.00","Monday, 11 January 2021","Sunday, 14 February 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR214&occurrence=21SU1(D)&year=2021"
"2847","MAOR219-21S2 (C)","Te Tiriti: The Treaty of Waitangi","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR219&occurrence=21S2(C)&year=2021"
"2848","MAOR230-21S2 (C)","Ethnicity, Racism and History","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR230&occurrence=21S2(C)&year=2021"
"2849","MAOR268-21S2 (C)","Kiriata: Maori film and Media","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR268&occurrence=21S2(C)&year=2021"
"2850","MAOR282-21S2 (C)","Kapa Haka - Introducing Maori Performing Arts","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR282&occurrence=21S2(C)&year=2021"
"2851","MAOR285-21S1 (C)","Oral Traditions and Modern Histories of Ngai Tahu","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR285&occurrence=21S1(C)&year=2021"
"2852","MAOR301-21S2 (C)","Ngati Apopo: Maori Futures","$1,570.00","$7,000.00","Monday, 19 July 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR301&occurrence=21S2(C)&year=2021"
"2853","MAOR317-21S2 (C)","Takahi: Colonisation","$1,570.00","$7,000.00","Monday, 19 July 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR317&occurrence=21S2(C)&year=2021"
"2854","MAOR323-21S1 (C)","Research Essay","$1,570.00","$7,000.00","Monday, 22 February 2021","Sunday, 27 June 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR323&occurrence=21S1(C)&year=2021"
"2855","MAOR323-21S2 (C)","Research Essay","$1,570.00","$7,000.00","Monday, 19 July 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR323&occurrence=21S2(C)&year=2021"
"2856","MAOR373-21S1 (C)","Whakaaro Wairua: Maori Spiritual Beliefs and Philosophies","$1,570.00","$7,000.00","Monday, 22 February 2021","Sunday, 27 June 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR373&occurrence=21S1(C)&year=2021"
"2857","MAOR401-21S1 (C)","Te Matakahi: Indigenous Critical Theory","$1,905.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR401&occurrence=21S1(C)&year=2021"
"2858","MAOR404-21X (D)","Kaupapa Maori Research","$1,905.00","NULL","Monday, 27 September 2021","Sunday, 6 February 2022","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR404&occurrence=21X(D)&year=2021"
"2859","MAOR404-21X1 (D)","Kaupapa Maori Research","$1,905.00","NULL","Monday, 4 October 2021","Sunday, 13 February 2022","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR404&occurrence=21X1(D)&year=2021"
"2860","MAOR430-21X (D)","Maori Leadership","$1,905.00","NULL","Monday, 22 February 2021","Sunday, 12 September 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR430&occurrence=21X(D)&year=2021"
"2861","MAOR430-21X1 (D)","Maori Leadership","$1,905.00","NULL","Monday, 15 February 2021","Sunday, 5 September 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR430&occurrence=21X1(D)&year=2021"
"2862","MAOR430-21X2 (D)","Maori Leadership","$1,905.00","NULL","Monday, 15 February 2021","Sunday, 5 September 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR430&occurrence=21X2(D)&year=2021"
"2863","MAOR431-21X (D)","Comparative Indigenous Models and Theories of Development","$1,905.00","NULL","Monday, 22 February 2021","Sunday, 12 September 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR431&occurrence=21X(D)&year=2021"
"2864","MAOR431-21X1 (D)","Comparative Indigenous Models and Theories of Development","$1,905.00","NULL","Monday, 15 February 2021","Sunday, 5 September 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR431&occurrence=21X1(D)&year=2021"
"2865","MAOR431-21X2 (D)","Comparative Indigenous Models and Theories of Development","$1,905.00","NULL","Monday, 15 February 2021","Sunday, 5 September 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR431&occurrence=21X2(D)&year=2021"
"2866","MAOR480-21S1 (C)","Research Essay","$1,905.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR480&occurrence=21S1(C)&year=2021"
"2867","MAOR480-21S2 (C)","Research Essay","$1,905.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR480&occurrence=21S2(C)&year=2021"
"2868","MAOR590-21W (C)","Rangahau - Major Research Dissertation","$5,324.00","NULL","Monday, 22 February 2021","Sunday, 14 November 2021","90 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR590&occurrence=21W(C)&year=2021"
"2869","MAOR591-21W (C)","Rangahau - Minor Research Dissertation","$3,550.00","NULL","Monday, 22 February 2021","Sunday, 14 November 2021","60 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR591&occurrence=21W(C)&year=2021"
"2870","MAOR592-21S1 (C)","Rangahau - Research Paper","$1,775.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR592&occurrence=21S1(C)&year=2021"
"2871","MAOR593-21S2 (C)","Rangahau - Research Paper","$1,775.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR593&occurrence=21S2(C)&year=2021"
"2872","MAOR595-21A (C)","Rangahau - Minor Research Dissertation Part  2","$1,775.00","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR595&occurrence=21A(C)&year=2021"
"2873","MAOR650-21A (C)","MA Dissertation","$3,550.00","NULL","NULL","NULL","60 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR650&occurrence=21A(C)&year=2021"
"2874","MAOR650-21S1 (C)","MA Dissertation","$3,550.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","60 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR650&occurrence=21S1(C)&year=2021"
"2875","MAOR650-21S2 (C)","MA Dissertation","$3,550.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","60 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR650&occurrence=21S2(C)&year=2021"
"2876","MAOR679-21X (C)","Cross-Cultural Research","$1,775.00","NULL","Monday, 27 September 2021","Sunday, 6 February 2022","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR679&occurrence=21X(C)&year=2021"
"2877","MAOR679-21X (D)","Cross-Cultural Research","$1,775.00","NULL","Monday, 27 September 2021","Sunday, 6 February 2022","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR679&occurrence=21X(D)&year=2021"
"2878","MAOR680-21A (C)","Research Essay","$1,775.00","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR680&occurrence=21A(C)&year=2021"
"2879","MAOR680-21A (D)","Research Essay","$1,775.00","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR680&occurrence=21A(D)&year=2021"
"2880","MAOR681-21A (C)","Research Project","$1,775.00","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR681&occurrence=21A(C)&year=2021"
"2881","MAOR681-21A (D)","Research Project","$1,775.00","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR681&occurrence=21A(D)&year=2021"
"2882","MAOR690-21A (C)","MA Thesis","$7,099.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR690&occurrence=21A(C)&year=2021"
"2883","MAOR790-21A (C)","Maori PhD","$7,099.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR790&occurrence=21A(C)&year=2021"
"2884","MUSA252-21S2 (C)","Kapa Haka - Introducing Maori Performing Arts","$877.00","$4,200.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MUSA252&occurrence=21S2(C)&year=2021"
"2885","PACS102-21S1 (C)","Aotearoa: Introduction to Traditional Maori Society","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=PACS102&occurrence=21S1(C)&year=2021"
"2886","SCIM101-21S2 (C)","Science, Maori and Indigenous Knowledge","$912.00","$4,473.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SCIM101&occurrence=21S2(C)&year=2021"
"2887","SOCI209-21S2 (C)","Te Tiriti: The Treaty of Waitangi","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SOCI209&occurrence=21S2(C)&year=2021"
"2888","SOCI223-21S2 (C)","Ethnicity, Racism and History","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SOCI223&occurrence=21S2(C)&year=2021"
"2889","TREO211-21S1 (C)","Te Ngao Mamaku 1","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=TREO211&occurrence=21S1(C)&year=2021"
"2890","TREO212-21S2 (C)","Te Ngao Mamaku 2","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=TREO212&occurrence=21S2(C)&year=2021"
"2891","TREO282-21S2 (C)","Kapa Haka - Introducing Maori Performing Arts","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=TREO282&occurrence=21S2(C)&year=2021"
"2892","TREO407-21S1 (C)","Waka Huia","$1,905.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=TREO407&occurrence=21S1(C)&year=2021"
"2893","ANTH104","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ANTH104&year=2021"
"2894","HIST259","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=HIST259&year=2021"
"2895","HIST276","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=HIST276&year=2021"
"2896","HIST353","NULL","NULL","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=HIST353&year=2021"
"2897","MAOR170","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR170&year=2021"
"2898","MAOR270","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR270&year=2021"
"2899","MAOR329","NULL","NULL","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR329&year=2021"
"2900","MAOR365","NULL","NULL","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR365&year=2021"
"2901","MAOR377","NULL","NULL","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR377&year=2021"
"2902","MAOR404","NULL","NULL","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR404&year=2021"
"2903","MAOR422","NULL","NULL","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR422&year=2021"
"2904","MAOR431","NULL","NULL","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR431&year=2021"
"2905","MAOR594","NULL","NULL","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR594&year=2021"
"2906","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=POLS258&year=2021"
"2907","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=POLS258&year=2021"
"2908","SOCI413","NULL","NULL","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SOCI413&year=2021"
